NAME,BRAND,BARCODE,SKU CODE,PRODUCT CODE,HSN CODE,PLU NO,COST PRICE,MRP,SALE PRICE,WHOLESALE PRICE,SPECIAL PRICE,ONLINE PRICE,WEIGHT,QUANTITY,EXPIRED QUANTITY,NEAR EXPIRY QUANTITY,TAX,TYPE,CESS,CESS ON,CESS TYPE,TAX AMOUNT,TAXABLE VALUE,CESS TAX AMOUNT,ADDITIONAL CESS TAX AMOUNT,SUPPLIER,DISCOUNT(₹),DISCOUNT(%),ACTUAL MARGIN (₹),MARGIN ON CP (%),MARGIN ON SP (%),CATEGORY,SUB CATEGORY,INSTOCK VALUE
KIT KAT 50 GM CDBOX DESSERT DELIGHT CHOCO BROWNIE KUBES,KIT KAT DESSERT DELIGHT,8901058860412,,,,PLU001,58,65,65,65,65,65,50 g,1,0,0,0,CGST + SGST,0,1,1,0,65,0,0,,0,0,7,12.069,10.769,SNACKS & BRANDED FOODS,CHOCOLATES & CANDIES,58
Kit kat 2*3 50,,8901058905113,,,,PLU001,44.5,50,50,50,50,50,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,300,0,0,,0,0,5.5,12.36,11,CHOCOLATES & WAFERS,Miscellaneous,266
Magi Hot&sweet,,8901058904031,,,,PLU001,19.3,22,22,22,22,22,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,66,0,0,,0,0,2.7,13.99,12.273,Snaks & Desserts,Miscellaneous,57.9
Pantene 2in1,,4902430538817,,,,PLU001,160,180,180,180,180,180,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,540,0,0,,0,0,20,12.5,11.111,HAIR CLEANSER,Miscellaneous,480
Pantene 2in1,,4902430538817,,,,PLU002,160,150,145,145,145,145,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,290,0,0,,5,3.333,-15,-9.375,-10.345,HAIR CLEANSER,Miscellaneous,270
CRAX [EXTSNK] 20 GM PLPCH CREAM & ONION FRITTS CORN & POTATO STICKS,CRAX FRITTS,8908001246101,,,,PLU001,4.1,5,5,5,5,5,20 g,-10,0,0,0,CGST + SGST,0,1,1,0,-50,0,0,,0,0,0.9,21.951,18,"BAKERY, CAKES & DAIRY","BAKERY SNACKS, CAKES & PASTRIES",-41
CRAX [NUTS] 16 GM PLPCH MAST MATTAR,CRAX MATAR,8908001246439,,,,PLU001,4.1,5,5,5,5,5,16 g,-4,0,0,0,CGST + SGST,0,1,1,0,-20,0,0,,0,0,0.9,21.951,18,SNACKS & BRANDED FOODS,SNACKS & NAMKEEN,-16.4
CRAX [EXTSNK] 14 GM PLPCH CORN RINGS CHATPATA+FREE GLOW STICK HUNT TOY,CRAX CORN RINGS,8908001246040,,,,PLU001,4.1,5,5,5,5,5,14 g,2,0,0,0,CGST + SGST,0,1,1,0,10,0,0,,0,0,0.9,21.951,18,"BAKERY, CAKES & DAIRY","BAKERY SNACKS, CAKES & PASTRIES",8.2
CRAX [EXTSNK] 14GM PLPCH CORN RINGS MASALA+FREE HUNT MANIA JUMPING TOY,CRAX CORN RINGS,8908001246064,,,,PLU001,4.1,5,5,5,5,5,14 g,5,0,0,0,CGST + SGST,0,1,1,0,25,0,0,,0,0,0.9,21.951,18,"BAKERY, CAKES & DAIRY","BAKERY SNACKS, CAKES & PASTRIES",20.5
CRAX [DAL] 16 GM PLPCH MOONG DAL,CRAX MOONG DAL,8908001246385,,,,PLU001,4.1,5,5,5,5,5,16 g,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,0.9,21.951,18,"FOODGRAINS, OIL & MASALA",DALS & PULSES,0
Crax mast moongfali,,8908001246415,,,,PLU001,4.1,5,5,5,5,5,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,35,0,0,,0,0,0.9,21.951,18,Miscellaneous,Miscellaneous,28.7
CRAX [EXTSNK] 20 GM PLPCH CURLS CHATPATA MASALA WITH GOODNESS OF CORN,CRAX CURLS,8908001246873,,,,PLU001,4.1,5,5,5,5,5,20 g,5,0,0,0,CGST + SGST,0,1,1,0,25,0,0,,0,0,0.9,21.951,18,"BAKERY, CAKES & DAIRY","BAKERY SNACKS, CAKES & PASTRIES",20.5
Dosa pinddi,,L100401,,,,PLU001,25,35,35,35,35,35,1 pc,19,0,0,0,CGST + SGST,0,1,1,0,665,0,0,,0,0,10,40,28.571,Packaged Foods,Miscellaneous,475
Amudam 200ml,,L100403,,,,PLU001,36,70,60,60,60,60,1 pc,-2,0,0,0,CGST + SGST,0,1,1,0,-120,0,0,,10,14.286,24,66.667,40,OIL,Miscellaneous,-72
Amudam 440ml,,L100404,,,,PLU002,90,130,120,120,120,120,1 pc,-3,0,0,0,CGST + SGST,0,1,1,0,-360,0,0,,10,7.692,30,33.333,25,OIL,Miscellaneous,-270
Amudam 1liter,,L100406,,,,PLU002,178,250,220,206,206,220,1 pc,9,0,0,0,CGST + SGST,0,1,1,0,1980,0,0,,30,12,42,23.596,19.091,OIL,Miscellaneous,1602
Ocean Energy Drink 250ml,,8908001658386,,,,PLU001,60,75,75,75,75,75,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-75,0,0,,0,0,15,25,20,SOFT DRINK,Miscellaneous,-60
Cup Noodles masala,,8901014004737,,,,PLU001,43,50,50,50,50,50,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,7,16.279,14,NOODLES,Miscellaneous,129
Cup Noodles Spicy Flavour,,8901014004836,,,,PLU001,43,50,50,50,50,50,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,7,16.279,14,NOODLES,Miscellaneous,129
Cup Noodles Italian,,8901014004133,,,,PLU001,43,50,50,50,50,50,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,250,0,0,,0,0,7,16.279,14,NOODLES,Miscellaneous,215
K.Z padad,,L100407,,,,PLU001,20,30,28,28,28,28,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,56,0,0,,2,6.667,8,40,28.571,Snacks,Miscellaneous,40
Chikki peanut butter,,8906097930799,,,,PLU001,37,50,50,50,50,50,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,600,0,0,,0,0,13,35.135,26,Snacks,Miscellaneous,432
Love chocolate 120,,L100408,,,,PLU001,85,120,120,120,120,120,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,35,41.176,29.167,CHOCOLATES,Miscellaneous,0
Love Chocolate 160),,L100409,,,,PLU001,90,160,160,160,160,160,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,70,77.778,43.75,CHOCOLATES,Miscellaneous,0
Love chocolate 100,,L100410,,,,PLU001,60,100,100,100,100,100,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,40,66.667,40,CHOCOLATES,Miscellaneous,0
FOGG FRESH WOODY [DEODRN] 120 ML CDBOX FRESH WOODY BODY SPRAY,FOGG FRESH WOODY,8908001158565,,,,PLU001,220,275,260,260,260,260,120 ml,2,0,0,0,CGST + SGST,0,1,1,0,520,0,0,,15,5.455,40,18.182,15.385,BEAUTY & HYGIENE,FRAGRANCES & DEOS,440
Aradhayam 1liter,,L100411,,,,PLU001,125,199,165,165,165,165,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,1320,0,0,,34,17.085,40,32,24.242,OIL,Miscellaneous,1000
Aradhayam deepam oil 500ml,,L100412,,,,PLU001,63,119,90,90,90,90,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,270,0,0,,29,24.37,27,42.857,30,OIL,Miscellaneous,189
Aradhayam Deepam oil 200ml,,L100413,,,,PLU001,30,59,45,44.9993,44.9993,45,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,90,0,0,,14,23.729,15,50,33.333,OIL,Miscellaneous,60
Divya deepam oil 1liter,,8906020250697,,,,PLU001,130,175,160,160,160,160,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,320,0,0,,15,8.571,30,23.077,18.75,OIL,Miscellaneous,260
Devi depam oil 1L,,L100414,,,,PLU002,90,150,120,120,120,120,1 pc,21,0,0,0,CGST + SGST,0,1,1,0,2520,0,0,,30,20,30,33.333,25,OIL,Miscellaneous,1820
Dranex Drai cleaner,,8904271201307,,,,PLU001,55,64,64,64,64,64,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,384,0,0,,0,0,9,16.364,14.063,Bathroom Accessories,Miscellaneous,330
Santoor 36,,8901399000591,,,,PLU001,32.6,36,35,35,35,35,1 pc,65,0,0,0,CGST + SGST,0,1,1,0,2275,0,0,,1,2.778,2.4,7.362,6.857,Detergent Power & Soaps.,Miscellaneous,2173.6
ALLOUT ALL NIGHT,,8906006434684,,,,PLU001,148,199,195,195,195,195,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,4,2.01,47,31.757,24.103,PERFUMES,Miscellaneous,0
Book rough 45,,L100415,,,,PLU001,50,60,60,60,60,60,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,0,0,10,20,16.667,Notebook,Miscellaneous,100
KIWI DRANEX 50 GM PLPCH MR MUSCLE DRAIN CLEANER HEAVY DUTY 1 TIME USE,KIWI DRANEX,8906006432598,,,,PLU001,20,32,30,30,30,30,50 g,14,0,0,0,CGST + SGST,0,1,1,0,420,0,0,,2,6.25,10,50,33.333,CLEANING & HOUSEHOLD,ALL PURPOSE CLEANERS,280
Sloppy H2O Round Bottle,,L100417,,,,PLU001,70,140,110,110,110,110,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,30,21.429,40,57.143,36.364,Sipper Bottle,Miscellaneous,0
SALON Comb 1,,L100418,,,,PLU001,100,200,160,160,160,160,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,800,0,0,,40,20,60,60,37.5,HAIR CARE,Miscellaneous,500
Masti oyei,,8904132912113,,,,PLU001,9,10,10,10,10,10,1 pc,14,0,0,0,CGST + SGST,0,1,1,0,140,0,0,,0,0,1,11.111,10,Maggi And Noodles,Miscellaneous,126
Salon Comb 2,,L100419,,,,PLU001,110,230,180,180,180,180,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,180,0,0,,50,21.739,70,63.636,38.889,HAIR CARE,Miscellaneous,110
1kg Saffola Oats free 400g oats ,,8901088055772,,,,PLU002,190,220,215,215,215,215,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,215,0,0,,5,2.273,25,13.158,11.628,Health Care,Miscellaneous,208
match boxes,,L100420,,,,PLU001,8,10,10,10,10,10,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,10,0,0,,0,0,2,25,20,Miscellaneous,Miscellaneous,8
Sunpure SF oil,,,,,,PLU001,153,189,165,165,165,165,1 pc,15,0,0,0,CGST + SGST,0,1,1,0,2475,0,0,,24,12.698,12,7.843,7.273,OIL,Miscellaneous,2295
CHICK EGG WHITE 1rs,,8902979025836,,,,PLU001,0.78,1,1,1,1,1,1 pc,484,0,0,0,CGST + SGST,0,1,1,0,484,0,0,,0,0,0.22,28.205,22,HAIR CARE,Miscellaneous,391.84
Cloth Brush ,,L100421,,,,PLU001,20,50,40,35,35,40,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,320,0,0,,10,20,20,100,50,Household,Miscellaneous,150
Campus P92 37rs,,L100422,,,,PLU001,30,37,35,35,35,35,1 pc,15,0,0,0,CGST + SGST,0,1,1,0,525,0,0,,2,5.405,5,16.667,14.286,Notebook,Miscellaneous,450
Campus P92 37rs,,L100422,,,,PLU002,30,43,40,40,40,40,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,240,0,0,,3,6.977,10,33.333,25,Notebook,Miscellaneous,180
Classic P192 90rs,,L100423,,,,PLU001,75,90,90,90,90,90,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,360,0,0,,0,0,15,20,16.667,Notebook,Miscellaneous,300
yippee! 70g,,8901725116958,,,,PLU002,12.6,14,14,14,14,14,1 pc,59,0,0,0,CGST + SGST,0,1,1,0,826,0,0,,0,0,1.4,11.111,10,NOODLES,Miscellaneous,805.6
Magi Hot&Sweet,,89009710,,,,PLU001,64,70,70,70,70,70,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,70,0,0,,0,0,6,9.375,8.571,Grocery,Miscellaneous,64
Magi Hot&Sweet,,89009710,,,,PLU002,64,72,71,71,71,71,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,142,0,0,,1,1.389,7,10.938,9.859,Grocery,Miscellaneous,132
Venus Ryzor,,4987176135827,,,,PLU001,66,75,75,75,75,75,1 pc,23,0,0,0,CGST + SGST,0,1,1,0,1725,0,0,,0,0,9,13.636,12,Personal Care,Miscellaneous,1440.5
20-20 Gold cookies,,8901719114595,,,,PLU001,9,10,10,10,10,10,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,30,0,0,,0,0,1,11.111,10,Snacks,Miscellaneous,27
EVERYUTH [OTHFCR] 50G PTB PURE&LIGHT CHOCOLATE CHERRY TAN REMVL FCPACK,EVERYUTH,8901548147368,,,,PLU001,90,99,97,97,97,97,50 g,1,0,0,0,CGST + SGST,0,1,1,0,97,0,0,,2,2.02,7,7.778,7.216,BEAUTY & HYGIENE,SKIN CARE,90
Colgate max fresh 81g,,8901314695543,,,,PLU003,56.4,66,63,63,63,63,1 pc,10,0,0,0,CGST + SGST,0,1,1,0,630,0,0,,3,4.545,6.6,11.702,10.476,MOUTH FRESHNER,Miscellaneous,581
Colgate max fresh 81g,,8901314695543,,,,PLU004,56.4,68,65,65,65,65,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,3,4.412,8.6,15.248,13.231,MOUTH FRESHNER,Miscellaneous,1.0658141036402E-13
Colgate max fresh B 61rs,,8901314014528,,,,PLU001,55,61,61,61,61,61,1 pc,-1,0,0,0,CGST + SGST,0,1,1,0,-61,0,0,,0,0,6,10.909,9.836,MOUTH FRESHNER,Miscellaneous,-55
Colgate max fresh B 61rs,,8901314014528,,,,PLU002,55,58,58,58,58,58,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,406,0,0,,0,0,3,5.455,5.172,MOUTH FRESHNER,Miscellaneous,385
Colgate Max fresh red 110 rs,,8901314695468,,,,PLU001,100,110,108,108,108,108,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,432,0,0,,2,1.818,8,8,7.407,MOUTH FRESHNER,Miscellaneous,400
Colgate mf charcoal 112rs,,8901314711571,,,,PLU001,95.76,112,109,109,109,109,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,327,0,0,,3,2.679,13.24,13.826,12.147,MOUTH FRESHNER,Miscellaneous,287.28
Broom Mayur Royal,,,,,,PLU001,86,160,130,130,130,130,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,910,0,0,,30,18.75,44,51.163,33.846,Grocery,Miscellaneous,602
Broom mayuri steel,,,,,,PLU001,86,140,120,119.994,119.994,120,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,1440,0,0,,20,14.286,34,39.535,28.333,Household Care,Miscellaneous,1032
Santoor 3Nx150g 180,,8901399005992,,,,PLU001,130,180,170,170,170,170,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,850,0,0,,10,5.556,40,30.769,23.529,Personal Care,Miscellaneous,650
Complan,,8901542000027,,,,PLU001,114,124,122,122,122,122,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,244,0,0,,2,1.613,8,7.018,6.557,Health Care,Miscellaneous,228
VCARE 200 GM PLPCH HENNA NATURAL POWDER,VCARE,8904089100090,,,,PLU001,96,115,113,112.999,112.999,113,200 g,-2,0,0,0,CGST + SGST,0,1,1,0,-226,0,0,,2,1.739,17,17.708,15.044,BEAUTY & HYGIENE,HAIR CARE,-192
Colgate vedshakti 20rs,,8901314309464,,,,PLU001,17,20,20,20,20,20,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,0,0,3,17.647,15,Daily Use,Miscellaneous,102
Pasupu Dnv 30g,,8906078181202,,,,PLU001,8,10,10,10,10,10,1 pc,12,0,0,0,CGST + SGST,0,1,1,0,120,0,0,,0,0,2,25,20,Grocery,Miscellaneous,96
Lavangalu 5g,,L100025,,,,PLU001,15,25,20,20,20,20,1 pc,15,0,0,0,CGST + SGST,0,1,1,0,300,0,0,,5,20,5,33.333,25,SPICES,Miscellaneous,225
Khaju 250g,,L100424,,,,PLU001,165,200,190,190,190,190,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,1330,0,0,,10,5,25,15.152,13.158,Dry Fruits,Miscellaneous,1155
Tissue Pink ,,L100425,,,,PLU001,25,40,35,35,35,35,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,105,0,0,,5,12.5,10,40,28.571,DISPOSABLES & GARBAGE,Miscellaneous,75
DIARY MILK CRUNCHY COLA 45rs,,7622201725211,,,,PLU001,40.18,45,45,45,45,45,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,90,0,0,,0,0,4.82,11.996,10.711,CHOCOLATES,Miscellaneous,80.36
Cadbury Celebration 100,,7622201715670,,,,PLU001,90.91,100,100,100,100,100,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,9.09,9.999,9.09,CHOCOLATES,Miscellaneous,1.4210854715202E-13
Cadbury Celebration 150,,7622201715694,,,,PLU001,136.36,150,150,150,150,150,1 pc,1,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,13.64,10.003,9.093,CHOCOLATES,Miscellaneous,136.36
DABUR MESWAK 200g,,8901207044182,,,,PLU001,103,112,112,112,112,112,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,9,8.738,8.036,Daily Use,Miscellaneous,0
Choclairs gold 330g,,7622201119874,,,,PLU001,103.57,116,116,116,116,116,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,12.43,12.002,10.716,CHOCOLATES,Miscellaneous,5.6843418860808E-14
Kiss miss Jar 500g,,L100426,,,,PLU001,140,280,250,250,250,250,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,1750,0,0,,30,10.714,110,78.571,44,SNACKS & DRY FRUITS,Miscellaneous,980
Badam jar 500g,,L100428,,,,PLU001,390,500,475,475,475,475,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,950,0,0,,25,5,85,21.795,17.895,Dry Fruits,Miscellaneous,780
Unomax pen pencil 15,,8904348001977,,,,PLU001,11,15,15,15,15,15,1 pc,32,0,0,0,CGST + SGST,0,1,1,0,480,0,0,,0,0,4,36.364,26.667,Miscellaneous,Miscellaneous,352
Unomax paperglide 20,,8904348000796,,,,PLU001,16,20,20,20,20,20,1 pc,16,0,0,0,CGST + SGST,0,1,1,0,320,0,0,,0,0,4,25,20,Miscellaneous,Miscellaneous,256
Unomax Ultron Neo2x pen 10,,8904348001229,,,,PLU001,7.5,10,10,10,10,10,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,70,0,0,,0,0,2.5,33.333,25,Stationary,Miscellaneous,52.5
Ultra 2x pen 10,,8904348000550,,,,PLU001,7.5,10,10,10,10,10,1 pc,8,0,0,0,CGST + SGST,0,1,1,0,80,0,0,,0,0,2.5,33.333,25,Stationary,Miscellaneous,60
APPY \APPLE\TPK 150 ML- 40,APPY,8902579000387,,,,PLU001,8.7,10,10,10,10,10,150 ml,15,0,0,0,CGST + SGST,0,1,1,0,150,0,0,,0,0,1.3,14.943,13,BEVERAGES,FRUIT JUICES & DRINKS,130.5
Bellam 2kg,,L100429,,,,PLU002,100,130,114,114,114,114,1 tbs,4,0,0,0,CGST + SGST,0,1,1,0,456,0,0,,16,12.308,14,14,12.281,Grocery,Miscellaneous,410
Alo frut mango 20,,8906044993525,,,,PLU001,16,20,20,20,20,20,1 pc,3,0,0,0,CGST + SGST,0,1,1,0,60,0,0,,0,0,4,25,20,SOFT DRINK,Miscellaneous,48
Organic Bellam bis 65,,L100430,,,,PLU001,47,70,65,65,65,65,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,130,0,0,,5,7.143,18,38.298,27.692,Snacks,Miscellaneous,94
Laddu ,,L100431,,,,PLU001,62,80,75,75,75,75,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,375,0,0,,5,6.25,13,20.968,17.333,Snacks,Miscellaneous,310
Pubbillalu 30,,L100433,,,,PLU001,23,50,40,40,40,40,1 pc,9,0,0,0,CGST + SGST,0,1,1,0,360,0,0,,10,20,17,73.913,42.5,Snacks,Miscellaneous,207
Chekilam 35,,L100434,,,,PLU001,23,40,35,35,35,35,1 pc,16,0,0,0,CGST + SGST,0,1,1,0,560,0,0,,5,12.5,12,52.174,34.286,Snacks,Miscellaneous,368
Cornflax 25,,L100435,,,,PLU001,16,30,25,25,25,25,1 pc,27,0,0,0,CGST + SGST,0,1,1,0,675,0,0,,5,16.667,9,56.25,36,Snacks,Miscellaneous,432
Doublemint orange 10,,,,,,PLU001,8.9,10,10,10,10,10,1 pc,20,0,0,0,CGST + SGST,0,1,1,0,200,0,0,,0,0,1.1,12.36,11,CHOCOLATES,Miscellaneous,178
Orbit sugarfree 5,,89007570,,,,PLU001,4.34,5,5,5,5,5,1 pc,36,0,0,0,CGST + SGST,0,1,1,0,180,0,0,,0,0,0.66,15.207,13.2,CHOCOLATES,Miscellaneous,156.24
Packing rop 150,,L100436,,,,PLU001,70,150,100,100,100,100,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,400,0,0,,50,33.333,30,42.857,30,Miscellaneous,Miscellaneous,280
Packing tape,,L100437,,,,PLU001,23,50,40,40,40,40,1 pc,24,0,0,0,CGST + SGST,0,1,1,0,960,0,0,,10,20,17,73.913,42.5,Miscellaneous,Miscellaneous,552
Ahar rice 25,,,,,,PLU002,1100,1250,1250,1250,1250,1250,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,5000,0,0,,0,0,150,13.636,12,GRAUSARY,Miscellaneous,4400
Rice lakshmi 1kg,,L100445,,,,PLU002,50,70,60,60,60,60,1 pc,20,0,0,0,CGST + SGST,0,1,1,0,1200,0,0,,10,14.286,10,20,16.667,Grocery.,Miscellaneous,1000
MTR Rasam 100g,,8901042954745,,,,PLU004,65.5,85,83,83,83,83,1 pc,45,0,0,0,CGST + SGST,0,1,1,0,3735,0,0,,2,2.353,17.5,26.718,21.084,Masala & Spices,Miscellaneous,3408
Disposal glass 65,,L100439,,,,PLU001,50,70,65,65,65,65,1 pc,7,0,0,0,CGST + SGST,0,1,1,0,455,0,0,,5,7.143,15,30,23.077,Daily Use,Miscellaneous,350
Prasadam cups 50,,L100440,,,,PLU001,40,60,50,50,50,50,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,300,0,0,,10,16.667,10,25,20,Daily Use,Miscellaneous,240
green plates 40,,L100441,,,,PLU001,28,50,35,35,35,35,1 pc,41,0,0,0,CGST + SGST,0,1,1,0,1435,0,0,,15,30,7,25,20,Daily Use,Miscellaneous,1148
Tea Cup 30,,L100442,,,,PLU001,18,40,30,30,30,30,1 pc,21,0,0,0,CGST + SGST,0,1,1,0,630,0,0,,10,25,12,66.667,40,Miscellaneous,Miscellaneous,378
DETTOL ORIGINAL 5*75 GM EWR PROTCN 00 ILLNESS CAUSING GRMS +B4G1,DETTOL ORIGINAL,8901396393634,,,,PLU001,155,166,165,165,165,165,375 g,1,0,0,0,CGST + SGST,0,1,1,0,165,0,0,,1,0.602,10,6.452,6.061,BEAUTY & HYGIENE,HEALTH & PERSONAL CARE,155
DETTOL ORIGINAL 5*75 GM EWR PROTCN 00 ILLNESS CAUSING GRMS +B4G1,DETTOL ORIGINAL,8901396393634,,,,PLU002,155,199,195,195,195,195,375 g,4,0,0,0,CGST + SGST,0,1,1,0,780,0,0,,4,2.01,40,25.806,20.513,BEAUTY & HYGIENE,HEALTH & PERSONAL CARE,668.48
NIVEA PROTECT & CARE 150M TIN NON IRRITATING DEO NIVEA CREAM FRAG 48H,NIVEA PROTECT & CARE,8904256001854,,,,PLU001,160,225,215,215,215,215,150 ml,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,4.444,55,34.375,25.581,BEAUTY & HYGIENE,SKIN CARE,0
NIVEA [DEODRN] 150 ML TIN FRESH NATURAL 48HR FRESH FEELING OCEAN XTRCT,NIVEA FRESH NATURAL,4005900017543,,,,PLU001,160,225,215,215,215,215,150 ml,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,4.444,55,34.375,25.581,BEAUTY & HYGIENE,SKIN CARE,0
Nivea men Fresh active deodorant,,8904256002820,,,,PLU001,166,225,215,215,215,215,1 pc,2,0,0,0,CGST + SGST,0,1,1,0,430,0,0,,10,4.444,49,29.518,22.791,Body Care,Miscellaneous,332
NIVEA [DEODRN] 150 ML TIN WHITENING 48HR SMOOTH SKIN FEATHER TOUCH,NIVEA WHITENING SMOOTH SKIN,8904256001731,,,,PLU001,195,275,265,264.99,264.99,265,150 ml,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,3.636,70,35.897,26.415,BEAUTY & HYGIENE,SKIN CARE,0
NIVEA [DEODRN] 150 ML TIN MEN PROTECT & CARE 48H ANTP,NIVEA MEN PROTECT & CARE,8904256000284,,,,PLU001,160,225,215,215,215,215,150 ml,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,4.444,55,34.375,25.581,BEAUTY & HYGIENE,MEN'S GROOMING,0
Sugar 5kg,,L100444,,,,PLU001,190,210,200,200,200,200,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,10,4.762,10,5.263,5,Grocery,Miscellaneous,0
Ahar rice 1kg,,L100446,,,,PLU001,48,60,55,55,55,55,1 pc,-39,0,0,0,CGST + SGST,0,1,1,0,-2145,0,0,,5,8.333,7,14.583,12.727,Grocery.,Miscellaneous,-1854
merlin brush 13,,8908006917266,,,,PLU001,8,13,13,13,13,13,1 pc,6,0,0,0,CGST + SGST,0,1,1,0,78,0,0,,0,0,5,62.5,38.462,Utensil Brush,Miscellaneous,48
Telugu ruchulu Red chilli pickle,,8906081380197,,,,PLU002,100,119,119,116,116,119,1 pc,4,0,0,0,CGST + SGST,0,1,1,0,476,0,0,,0,0,19,19,15.966,READYMADE FOODS,Miscellaneous,400
Telugu foods Tomato pickle 300g,,8906081380173,,,,PLU002,101,119,116,116,116,116,1 pc,5,0,0,0,CGST + SGST,0,1,1,0,580,0,0,,3,2.521,15,14.851,12.931,READYMADE FOODS.,Miscellaneous,505
Dettol original,,8901396389347,,,,PLU001,147.5,188,188,188,188,188,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,0,0,40.5,27.458,21.543,Detergent Power & Soaps.,Miscellaneous,0
Double mint ,,8906002486335,,,,PLU001,9,10,10,10,10,10,1 pc,23,0,0,0,CGST + SGST,0,1,1,0,230,0,0,,0,0,1,11.111,10,Sweets,Miscellaneous,207
Colgate strong teeth 10,,8901314595652,,,,PLU001,8.63,10,10,10,10,10,1 pc,29,0,0,0,CGST + SGST,0,1,1,0,290,0,0,,0,0,1.37,15.875,13.7,GRAUSARY,Miscellaneous,250.27
Polyset bottle,,L100447,,,,PLU001,21,100,60,60,60,60,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,40,40,39,185.714,65,Miscellaneous,Miscellaneous,0
Polyset water bottle,,L100448,,,,PLU001,45,135,120,120,120,120,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,15,11.111,75,166.667,62.5,Grocery.,Miscellaneous,0
Master cook ,,L100449,,,,PLU001,61,163,130,130,130,130,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,33,20.245,69,113.115,53.077,Miscellaneous,Miscellaneous,0
Madter cook 125,,L100450,,,,PLU001,15,42,35,35,35,35,1 pc,0,0,0,0,CGST + SGST,0,1,1,0,0,0,0,,7,16.667,20,133.333,57.143,Miscellaneous,Miscellaneous,0
